country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Lower-middle-income countries,2016,,3190920278.0,56045613056.0,314.212,0.099,5429.588,231.02,4.444,7029.132,-642.462,-8.375,2.21,0.338,0.329,1.707,0.261,0.254,2115.352,0.665,4880.859,1.535,0.235,5650.601,142515.344,371937.406,53455.902,5045.99,26122.686,288740.875,52139.211,100.955,6029.977,1.251,94.152,0.03,1140.352,0.359,2.648,3.01,1599.544,0.503,2444.61,0.766,858.77,0.269,1762.578,0.554,0.001,2.942,19241.176,21.189,15.312,17.547,14.766,15.261,9.171,15.997,7.314,29.777,12.077,37.227,9.571,1.234,25.158,16.361,34.78,14.68,0.979,19.868,0.116,0.162,0.295,0.017,9603.82,8449.96,-548.729,-10.106
Lower-middle-income countries,2017,,3236754793.0,56045613056.0,321.297,0.1,5648.397,218.809,4.03,7301.88,272.749,3.88,2.264,0.333,0.331,1.751,0.257,0.256,2216.907,0.687,5073.286,1.573,0.231,5971.897,148163.734,379239.312,55672.812,5141.277,27300.201,290394.344,53973.934,103.626,6151.772,1.251,95.287,0.03,1177.514,0.365,2.698,3.043,1653.483,0.513,2468.12,0.763,879.09,0.272,1834.722,0.569,0.001,2.671,19911.777,21.355,15.679,17.989,15.3,15.499,9.318,16.031,7.469,29.661,12.219,37.221,9.691,1.221,24.591,16.535,36.221,15.015,0.882,19.914,0.118,0.165,0.301,0.018,9850.87,8733.48,-575.111,-10.182
Lower-middle-income countries,2018,,3281847839.0,56045613056.0,352.54,0.108,5919.133,270.736,4.793,7386.175,84.295,1.154,2.259,0.321,0.317,1.81,0.257,0.254,2436.116,0.745,5341.069,1.634,0.232,6324.438,154082.875,386625.469,58108.922,5232.58,28499.826,291861.406,55810.637,106.467,6391.85,1.251,91.303,0.028,1199.628,0.367,2.771,3.163,1467.042,0.449,2537.88,0.773,886.36,0.27,1836.706,0.562,0.001,2.841,20977.078,22.515,16.099,17.992,16.544,15.773,9.471,16.064,7.645,29.495,12.341,37.205,9.804,1.211,22.417,15.999,34.236,14.972,0.937,19.969,0.12,0.169,0.307,0.018,10381.12,9094.15,-578.064,-9.766
Lower-middle-income countries,2019,,3326051409.0,56045613056.0,368.978,0.111,6138.582,219.448,3.707,8073.708,687.533,9.308,2.437,0.416,0.336,1.853,0.251,0.255,2560.66,0.773,5541.314,1.673,0.302,6693.416,160221.469,394699.188,60669.586,5316.867,29732.521,293796.5,57699.887,109.18,6522.222,1.251,84.288,0.025,1232.694,0.372,2.759,3.22,1935.127,0.584,2595.37,0.78,915.76,0.275,1889.247,0.57,0.001,2.714,21693.246,22.836,16.573,19.39,17.438,16.047,9.629,16.121,7.831,29.252,12.464,37.233,9.921,1.201,19.357,16.174,42.091,15.263,0.889,20.03,0.122,0.173,0.313,0.018,10710.01,9175.99,-597.267,-9.73
Lower-middle-income countries,2020,,3369707355.0,56045613056.0,349.339,0.104,5804.352,-334.229,-5.445,7442.559,-631.15,-7.817,2.218,0.416,0.321,1.73,0.251,0.25,2446.382,0.729,5250.688,1.565,0.302,7042.755,166025.812,402141.75,63115.969,5398.9,30942.924,295434.719,59413.301,111.96,6200.064,1.251,82.033,0.024,1210.403,0.361,2.627,2.966,1638.206,0.488,2488.88,0.739,935.19,0.278,1713.415,0.511,0.001,2.78,20892.402,21.392,16.58,18.936,17.197,16.248,9.773,16.165,8.0,29.066,12.573,37.238,10.027,1.192,20.584,16.021,38.141,15.719,0.942,20.084,0.124,0.176,0.318,0.019,9994.82,8851.67,-553.664,-9.539
Lower-middle-income countries,2021,,3411037255.0,56045613056.0,393.206,0.116,6191.859,387.507,6.676,7847.657,405.099,5.443,2.31,0.416,0.322,1.823,0.251,0.254,2670.732,0.786,5588.206,1.645,0.302,7435.962,172217.656,409989.375,65786.703,5483.485,32188.117,297090.5,61208.566,114.837,6462.941,1.251,84.585,0.025,1245.191,0.367,4.496,5.365,1655.799,0.487,8.5,1.033,3.23,0.344,1795.267,0.529,0.001,2.877,22045.332,23.234,16.818,19.076,17.826,16.51,9.922,16.213,8.183,28.894,12.671,37.244,10.133,1.185,20.967,15.718,38.315,15.591,0.955,20.137,0.126,0.18,0.324,0.019,33.980000000000004,26.69,-603.653,-9.749
Lower-middle-income countries,2022,,3447030624.0,56045613056.0,402.75,0.117,6375.42,183.562,2.965,8021.413,173.755,2.214,2.337,0.416,0.35,1.858,0.251,0.278,2799.579,0.816,38.448,3.9645,0.302,7838.712,178593.094,418010.812,68586.281,5566.455,33370.289,298736.531,63113.637,117.713,6657.952,1.251,82.971,0.024,1182.172,0.344,4.496,5.365,1645.992,0.48,8.5,1.033,3.23,0.344,1905.071,0.555,0.001,2.877,22950.164,25.086,17.161,19.347,18.395,16.806,10.074,16.263,8.373,28.729,12.748,37.249,10.247,1.178,20.876,15.257,38.191,16.039,0.955,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1990,,5443903.5,56045613056.0,0.343,0.049,844.409,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,889.543,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1991,,5443903.5,56045613056.0,0.343,0.049,932.026,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,979.137,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1992,,5443903.5,56045613056.0,0.343,0.049,1019.78,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1096.196,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1993,,5443903.5,56045613056.0,0.343,0.049,1107.107,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1132.454,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1994,,5443903.5,56045613056.0,0.343,0.049,1165.713,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1164.189,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1995,,5443903.5,56045613056.0,0.343,0.049,1127.157,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1143.63,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1996,,5443903.5,56045613056.0,0.343,0.049,1146.179,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1127.1,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1997,,5443903.5,56045613056.0,0.343,0.049,1130.706,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1120.221,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1998,,5443903.5,56045613056.0,0.343,0.049,1170.273,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1203.504,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),1999,,5443903.5,56045613056.0,0.343,0.049,1258.927,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1097.852,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2000,,5443903.5,56045613056.0,0.343,0.049,1391.716,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1121.857,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2001,,5443903.5,56045613056.0,0.343,0.049,1407.256,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1146.283,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2002,,5443903.5,56045613056.0,0.343,0.049,1425.617,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1164.384,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2003,,5443903.5,56045613056.0,0.343,0.049,1518.184,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1400.304,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2004,,5443903.5,56045613056.0,0.343,0.049,1635.841,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1526.179,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2005,,5443903.5,56045613056.0,0.343,0.049,1700.282,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1593.688,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2006,,5443903.5,56045613056.0,0.343,0.049,1810.277,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1740.069,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2007,,5443903.5,56045613056.0,0.343,0.049,1803.49,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1811.346,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2008,,5443903.5,56045613056.0,0.343,0.049,1944.256,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,1949.626,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2009,,5443903.5,56045613056.0,0.343,0.049,2023.191,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2020.337,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2010,,5443903.5,56045613056.0,0.343,0.049,2135.013,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2113.207,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2011,,5443903.5,56045613056.0,0.343,0.049,2180.344,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2136.947,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2012,,5443903.5,56045613056.0,0.343,0.049,2326.37,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2246.495,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2013,,5443903.5,56045613056.0,0.343,0.049,2279.893,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2255.224,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2014,,5443903.5,56045613056.0,0.343,0.049,2390.575,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2308.882,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2015,,5443903.5,56045613056.0,0.343,0.049,2507.637,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2532.036,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2016,,5443903.5,56045613056.0,0.343,0.049,2568.982,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2578.706,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2017,,5443903.5,56045613056.0,0.343,0.049,2645.986,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2604.734,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2018,,5443903.5,56045613056.0,0.343,0.049,2670.25,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2539.928,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Middle East (GCP),2019,,5443903.5,56045613056.0,0.343,0.049,2673.193,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,2554.807,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
